qtid,semester_en,semester_kor,chapter_order,chapter_name,genre_order,genre_name,genre_subtitle,1,2,3,4,5,total_output_question,1,2,3,4,5,total_input_question
M1S1-06-17,3,6065747
M1S1-06-17,3,6065748
M1S1-06-17,3,6065750
M1S1-06-17,3,6065751
M1S1-06-17,4,6065752
M1S1-07-07,3,6065753
M1S1-07-07,3,6065754
M1S1-07-07,3,6065756
M1S1-07-07,3,6065759
M2S1-07-10,2,6038123
M2S1-07-14,5,6038125
M2S1-07-14,3,6038126
M2S1-07-14,2,6038127
M2S1-07-14,3,6038128
M2S1-07-14,3,6038129
M2S1-07-14,4,6038130
M2S1-07-14,2,6038131
M2S1-07-14,3,6038132
HSTA-02-08,2,6065488
HSTA-02-08,3,6065490
HSTA-03-01,2,6065512
HSTA-03-01,3,6065514
HSTA-03-01,2,6065516
HSTA-03-01,2,6065517
HSTA-07-06,3,6065518
HSTA-07-06,3,6065522
HSTA-07-09,3,6065524
HSTA-07-09,3,6065526
HSTA-07-09,3,6065528
HSTA-07-09,3,6065532
HSTA-07-09,3,6065533
HSTA-07-09,3,6065534
HSTA-07-12,3,6065535
HSTA-07-12,3,6065536
HSTA-07-12,3,6065537
HSTA-07-12,3,6065546
HSTA-07-13,3,6065552
HSTA-07-14,3,6065553
HSTA-07-14,3,6065554
H1S1-10-03,1,5998112
H1S1-10-03,2,5998113
HSTA-01-03,4,5183038
HSTA-02-02,3,5166049
HSTA-02-03,4,5183044
HSTA-02-04,3,5183781
HSTA-01-06,3,5183779
HSTA-04-03,3,5188174
HSTA-05-03,3,5188602
HSTA-05-10,3,5167264
HSTA-06-10,3,5162629
HSTA-06-09,3,5162625
HSTA-06-13,4,5187114
HSTA-01-05,4,5174759
HSTA-02-04,4,5183041
HSTA-01-06,4,5183040
HSTA-01-06,3,5187054
HSTA-04-05,3,5188529
HSTA-06-01,3,5176989
HSTA-03-04,3,5175645
HSTA-05-09,3,5166441
HSTA-05-06,3,5188428
HSTA-05-06,3,5187019
EXEP-01-01,2,5367852
HSU1-05-11,2,5162712
M1S1-05-18,3,5532053
HSTA-01-02,3,5829687
HSTA-07-07,3,5582001
HSTA-04-06,3,5184489
HCAL-01-17,5,4770396
HSU1-05-08,2,4770312
HCAL-03-09,2,4770313
HCAL-03-04,2,4770314
HSU2-01-02,3,4770315
HSU2-04-01,3,4770316
HCAL-01-14,3,4770317
HSU2-08-01,3,4770318
HSU1-06-07,3,4770319
HSU1-04-15,3,4770323
HSU2-07-02,3,4770324
HSU2-03-08,3,4770325
HCAL-10-02,3,4770326
HCAL-02-10,3,4770327
HCAL-10-13,4,4770328
HSU1-04-03,4,4770329
HSU1-06-19,4,4770330
HSU2-08-07,4,4770331
HSU2-01-16,4,4770332
HSU2-05-17,4,4770333
HCAL-04-13,4,4770334
HCAL-09-10,5,4770335
HSU2-07-01,2,4770336
HSU1-03-07,2,4770337
HCAL-02-04,3,4770338
HCAL-04-15,3,4770339
HSU2-03-04,4,4770340
HCAL-01-04,4,4770341
HSTA-05-10,3,5167318
M1S1-02-09,4,5415855
HSTA-05-12,4,5176205
HSTA-06-11,3,5167768
HSTA-06-11,3,5188429
HSTA-06-11,3,5182938
HSTA-06-13,3,5177763
HSTA-06-13,4,5174866
HSTA-06-13,3,5178477
HSTA-07-04,3,5178417
HSTA-01-06,5,5186975
HSTA-02-05,4,5166557
HSTA-02-07,3,5188674
HSTA-03-07,4,5186837
HSTA-03-11,3,5184490
HSTA-04-05,3,5175470
HSTA-05-04,3,5188062
HSTA-05-04,3,5172860
HSTA-05-06,3,5188357
HSTA-06-11,3,5174985
HSTA-07-08,3,5184829
HSTA-01-02,3,5188130
HSTA-02-07,3,5188577
HSTA-03-15,5,5186869
HSTA-04-06,5,5184827
HSTA-05-08,3,5175758
HSTA-06-03,3,5160020
HSTA-06-06,3,5187109
HSTA-06-10,3,5178109
HSTA-07-07,3,5185789
HSTA-02-09,3,5183111
HSTA-04-08,3,5174858
HSTA-04-09,3,5187112
HSTA-06-06,3,5175256
HSTA-07-02,3,5187165
HSTA-07-03,3,5178023
HSTA-06-06,3,5165819
HSTA-06-05,3,5178475
HSTA-06-09,3,5161391
HSTA-01-06,4,5173353
HSTA-01-08,3,5188708
HSTA-01-11,4,5172805
HSTA-03-07,4,5172763
HSTA-03-09,3,5177702
HSTA-03-11,5,5175422
HSTA-03-14,3,5172271
HSTA-04-06,5,5178533
HSTA-04-08,3,5174981
HSTA-04-09,3,5188426
HSTA-04-10,3,5178765
HSTA-05-04,3,5177760
HSU1-11-09,2,5306434
HSU1-11-11,3,5306463
M1S1-07-04,3,5412748
HSU1-08-03,2,5308506
HSU1-08-12,3,5308508
M1S1-07-21,3,5413986
M1S1-02-05,3,5415639
M3S1-04-09,2,4980277
HSU1-11-08,2,5307849
HSU1-05-07,4,5164441
HSU1-03-10,4,5163050
HSU1-05-11,4,5159415
HSU1-06-25,3,5161393
HSU1-05-13,4,5159896
HSU1-03-10,4,5161347
HSU1-11-04,3,5305355
HSU1-06-18,4,5163188
HSU1-06-16,3,5163827
HSU1-06-24,3,5164438
HSU1-06-25,4,5159418
HSU1-02-11,4,5310018
HSU1-02-06,4,5307990
HSU1-06-19,3,5163546
HSU1-03-08,3,5161616
HSU1-06-25,3,5164330
HSU1-06-25,3,5162814
HSU1-03-07,2,5160815
HSU1-04-09,4,5159634
HSU1-04-08,4,5159787
HSU1-04-20,4,5163542
HSU1-01-12,3,5307249
HSU1-04-11,3,5160376
HSU1-03-09,3,5160817
HSU1-06-25,3,5163228
HSU1-03-17,3,5163824
HSU1-03-18,4,5163184
HSU1-03-15,4,5159830
HSU1-06-25,3,5160977
HSU1-04-06,4,5159435
HSU1-01-09,3,5306533
HSU1-05-05,4,5159894
HSU1-05-04,3,5161626
HSU1-04-15,1,5163136
HSU1-03-12,3,5160681
HSU1-05-07,4,5160607
HSU1-08-08,4,5307663
HSU1-08-03,3,5309544
HSU1-08-08,3,5307947
HSU1-04-15,3,5160821
HSU1-03-04,4,5159150
HSU1-02-03,3,5306231
HSU1-04-15,4,5160098
HSU1-02-17,3,5308666
HSU1-02-13,3,5305299
HSU1-01-12,3,5307182
HSU1-02-18,3,5305500
HSU1-05-06,3,5164224
HSU1-11-03,3,5309399
HSU1-09-08,3,5304313
HSU1-11-09,3,5309944
HSU1-05-13,3,5162078
HSU1-08-05,3,5304337
HSU1-06-03,4,5159723
HSU1-03-08,2,5163849
HSU1-11-11,4,5307853
HSU1-02-18,3,5309064
HSU1-03-03,4,5163566
HSU1-09-09,3,5308951
HSU1-06-25,4,5164356
HSU1-03-21,3,5163543
HSU1-09-09,3,5309710
HSU1-02-13,3,5310039
HSU1-09-12,2,5306333
HSU1-01-13,3,5308794
HSU1-02-11,3,5306435
HSU1-10-05,4,5307993
HSU1-02-11,4,5304615
HSU1-10-11,4,5304795
HSU1-02-17,3,5308543
HSU1-11-09,3,5309779
HSU1-11-07,3,5308877
HSU1-02-18,3,5304826
HSU1-09-04,4,5307633
HSU1-09-05,4,5306104
H1S1-10-02,3,4983989
H1S1-12-03,2,4980031
H1S1-11-18,3,4984275
H1S1-09-05,3,4985961
HSU1-01-13,3,5306028
HSU1-08-13,3,5307815
EXEP-01-01,0,4987330
H1S1-08-20,3,5560567
H1S1-08-20,3,5560566
H1S1-08-12,3,5560440
H1S1-08-11,3,5847283
H1S1-08-11,3,5847295
H1S1-08-20,3,5560690
H1S1-08-03,3,5560691
H1S1-08-01,2,5560467
H1S1-07-19,4,5560138
H1S1-07-19,3,5560137
H1S1-07-19,3,5560314
H1S1-07-19,4,5560316
H1S1-07-14,3,5560372
H1S1-07-14,3,5560130
H1S1-07-13,3,5560289
H1S1-07-04,3,5559854
H1S1-07-03,3,5559819
H1S1-07-03,3,5559818
H1S1-07-02,3,5559820
H1S1-05-10,3,5559467
H1S1-05-03,2,5559222
H1S1-05-02,3,5559082
H1S1-05-02,3,5559083
M2S1-03-13,3,5594036
H1S1-05-01,1,5559076
H1S1-05-01,1,5558953
H1S1-05-01,1,5558951
H1S1-05-01,1,5559130
H1S1-05-01,1,5559077
H1S1-05-01,1,5559078
H1S1-05-01,1,5559131
H1S1-05-01,1,5558964
M2S1-07-07,3,5740721
H1S1-04-03,2,5554251
H1S1-04-02,1,5592221
H1S1-04-01,1,5592182
H1S1-03-05,2,5557949
H1S1-03-05,2,5557994
H1S1-03-03,2,5557992
H1S1-03-01,2,5557647
H1S1-03-01,1,5557644
H1S1-03-01,1,5557643
H1S1-02-14,1,5556620
H1S1-01-03,2,5554370
H1S1-01-03,2,5554369
H1S1-07-13,3,5560287
H1S1-07-18,3,5560379
H1S1-04-01,1,5554248
H1S1-07-18,3,5560095
H1S1-07-02,3,5559910
H1S1-08-16,3,5560503
H1S1-05-12,3,5616301
H1S1-03-07,4,5616136
H1S1-07-18,3,5560136
H1S1-07-03,3,5559738
H1S1-10-16,3,5846353
H1S1-03-08,4,5594216
H1S1-06-08,3,5834275
H1S1-03-05,3,5616135
H1S1-07-02,3,5559858
H1S1-10-15,3,5846328
H1S1-08-23,3,5606296
HSU1-07-09,3,5843244
HSU1-01-01,3,5306097
HSU1-01-01,2,5306239
HSU1-01-05,2,5306237
HSU1-01-05,2,5305277
HSU1-01-05,2,5304936
HSU1-01-06,4,5304842
HSU1-01-06,3,5306096
HSU1-01-08,4,5306263
HSU1-01-09,4,5306612
HSU1-01-09,5,5306247
HSU1-01-11,3,5305494
HSU1-01-13,4,5306559
HSU1-01-13,4,5304938
HSU1-01-13,5,5306098
HSU1-01-14,3,5306615
HSU1-01-14,2,5304939
HSU1-02-02,3,5304847
HSU1-02-03,2,5306238
HSU1-02-03,3,5304942
HSU1-02-04,3,5305283
HSU1-02-06,3,5306271
HSU1-02-07,3,5305484
HSU1-02-08,3,5304941
HSU1-02-08,3,5305488
HSU1-02-10,3,5306242
HSU1-02-11,4,5304850
HSU1-02-11,3,5306260
HSU1-02-12,2,5306618
HSU1-02-12,4,5304944
HSU1-02-13,5,5305296
HSU1-02-14,3,5305292
HSU1-02-14,3,5306551
HSU1-02-17,3,5306267
HSU1-08-03,2,5308607
HSU1-08-03,3,5307559
HSU1-08-03,3,5306537
HSU1-08-03,2,5307669
HSU1-08-04,2,5307611
HSU1-08-07,2,5308137
HSU1-08-09,4,5308150
HSU1-08-09,4,5307569
HSU1-08-09,4,5308629
HSU1-08-10,3,5306087
HSU1-08-10,2,5308149
HSU1-08-12,3,5307627
HSU1-08-15,3,5307693
HSU1-09-02,3,5307690
HSU1-09-04,4,5308628
HSU1-09-04,3,5306554
HSU1-09-04,2,5305281
HSU1-09-04,3,5306610
HSU1-09-04,3,5308138
HSU1-09-08,2,5308615
HSU1-09-08,3,5306540
HSU1-09-08,3,5307623
HSU1-09-09,3,5305289
HSU1-09-09,3,5305481
HSU1-09-12,3,5305290
HSU1-09-12,3,5306246
HSU1-09-12,4,5307707
HSU1-09-12,3,5306086
HSU1-09-12,4,5306272
HSU1-10-04,2,5306607
HSU1-10-04,2,5304928
HSU1-10-07,3,5305483
HSU1-10-08,4,5306553
HSU1-10-08,3,5306285
HSU1-10-08,3,5306259
HSU1-10-09,3,5304836
HSU1-10-09,3,5306538
HSU1-10-10,4,5304943
HSU1-10-11,2,5306541
HSU1-10-12,3,5305284
HSU1-10-14,3,5305291
HSU1-10-15,3,5306278
HSU1-11-01,2,5307558
HSU1-11-02,3,5304835
HSU1-11-03,3,5306268
HSU1-11-05,3,5306274
HSU1-11-05,3,5306543
HSU1-11-05,3,5306611
HSU1-11-06,3,5306240
HSU1-11-11,3,5306276
HSU1-11-11,4,5306249
HSU1-03-03,3,5162678
HSU1-03-03,3,5163482
HSU1-03-04,4,5162541
HSU1-03-04,2,5164388
HSU1-03-06,4,5164342
HSU1-03-11,1,5160381
HSU1-03-11,2,5161845
HSU1-03-11,1,5162907
HSU1-03-11,3,5164389
HSU1-03-12,2,5159222
HSU1-03-12,3,5162540
HSU1-03-15,4,5159712
HSU1-03-15,3,5161480
HSU1-03-15,4,5161472
HSU1-03-16,3,5161476
HSU1-03-17,4,5162685
HSU1-04-01,1,5162927
M2S1-03-08,3,5740482
M2S1-07-20,4,3295523
HSU1-07-10,3,5843221
HSU1-04-06,5,5162045
HSU1-04-06,5,5162910
HSU1-04-07,3,5163432
HSU1-04-07,4,5163490
HSU1-04-15,2,5160382
HSU1-04-15,3,5160720
HSU1-04-15,2,5161852
HSU1-04-16,3,5161474
HSU1-04-21,3,5159226
HSU1-04-21,3,5161860
HSU1-04-21,3,5161998
HSU1-04-21,4,5162031
HSU1-04-21,3,5162931
HSU1-05-03,2,5160639
HSU1-05-05,3,5163441
HSU1-05-05,3,5163932
HSU1-05-06,2,5160389
HSU1-05-06,2,5160712
HSU1-05-06,2,5161847
HSU1-05-06,1,5162915
HSU1-05-06,2,5163433
HSU1-05-06,2,5164336
HSU1-05-11,2,5161995
HSU1-05-11,3,5162681
HSU1-05-11,4,5162916
HSU1-05-11,2,5163915
HSU1-05-12,3,5161996
HSU1-05-12,4,5162004
HSU1-06-01,3,5162548
HSU1-06-07,3,5162940
HSU1-06-10,3,5159239
HSU1-06-10,3,5160646
HSU1-06-10,2,5161469
HSU1-06-11,4,5162037
HSU1-06-13,5,5161015
HSU1-06-18,2,5163444
HSU1-06-21,4,5162920
HSU1-06-23,3,5159243
HSU1-06-23,3,5160722
HSU1-06-23,2,5162938
HSU1-06-23,3,5164398
HSU1-06-24,3,5160390
HSU1-06-24,4,5162943
H1S1-10-06,3,5626627
H1S1-05-02,3,5559224
H1S1-05-04,3,5604814
H1S1-01-01,2,4978751
H1S1-01-01,3,4979017
H1S1-01-01,1,4979009
H1S1-01-01,1,4979052
H1S1-01-01,2,4984013
H1S1-01-01,2,4984037
H1S1-01-02,3,4978755
H1S1-01-02,3,4984038
H1S1-01-02,3,4987192
H1S1-01-04,3,4978753
H1S1-01-04,3,4979026
H1S1-01-04,3,4979053
H1S1-01-04,4,4979651
H1S1-01-06,4,4980445
H1S1-01-07,4,4978760
H1S1-01-07,4,4987198
H1S1-01-08,3,4984040
H1S1-01-08,3,4987195
H1S1-02-01,1,4979054
H1S1-02-01,1,4979638
H1S1-02-02,2,4981863
H1S1-02-02,3,4987222
H1S1-02-03,3,4979642
H1S1-02-03,3,4980443
H1S1-02-05,4,4988498
H1S1-02-06,4,4984438
H1S1-02-11,2,4985033
H1S1-02-12,2,4981928
H1S1-02-13,3,4979015
H1S1-02-13,4,4980057
H1S1-02-14,4,4981866
H1S1-03-01,3,4979639
H1S1-03-01,2,4980059
H1S1-03-01,3,4983871
H1S1-03-01,3,4986065
H1S1-03-02,4,4979643
H1S1-03-02,3,4985026
H1S1-03-04,3,4983870
H1S1-03-04,3,4984039
H1S1-03-05,4,4981867
H1S1-03-06,2,4979014
H1S1-03-06,2,4979057
H1S1-03-06,2,4984026
H1S1-03-06,2,4984022
H1S1-03-06,2,4984448
H1S1-03-06,2,4987525
H1S1-03-09,3,4987470
H1S1-03-10,4,4979056
H1S1-04-01,1,4984021
H1S1-04-02,2,4979061
H1S1-04-02,2,4983873
H1S1-04-02,2,4984023
H1S1-04-02,1,4987190
H1S1-04-04,3,4981871
H1S1-04-04,4,4981935
H1S1-04-05,2,4980060
H1S1-04-05,2,4985022
H1S1-04-06,3,4980448
H1S1-04-07,3,4979020
H1S1-04-08,5,4978766
H1S1-04-08,4,4979647
H1S1-04-08,4,4981869
H1S1-04-09,3,4978752
H1S1-04-09,1,4979060
H1S1-04-09,2,4986069
H1S1-05-05,2,4981860
H1S1-05-05,2,4981929
H1S1-05-05,2,4983874
H1S1-05-05,4,4984043
H1S1-05-05,3,4984440
H1S1-05-05,2,4986070
H1S1-05-08,3,4978756
H1S1-05-08,3,4980441
H1S1-05-08,3,4983875
H1S1-05-08,3,4984027
H1S1-05-08,3,4984441
H1S1-05-10,2,4979012
H1S1-05-10,4,4981872
H1S1-05-10,3,4984044
H1S1-05-12,2,4984015
H1S1-05-13,3,4979019
H1S1-05-13,2,4979063
H1S1-05-13,4,4980063
H1S1-06-01,3,4978764
H1S1-06-01,4,4981938
H1S1-06-01,3,4983881
H1S1-06-02,3,4978758
H1S1-06-02,3,4979018
H1S1-06-02,3,4981861
H1S1-06-04,4,4979065
H1S1-06-05,4,4981874
H1S1-06-06,5,4979021
H1S1-06-06,3,4979066
H1S1-06-06,3,4979645
H1S1-06-06,4,4981943
H1S1-06-06,3,4983878
H1S1-06-09,3,4980447
H1S1-06-10,4,4979022
H1S1-06-10,4,4979067
H1S1-07-01,3,4988510
H1S1-07-03,4,4978763
H1S1-07-03,3,4979470
H1S1-07-05,3,4979646
H1S1-07-05,3,4987206
H1S1-07-06,4,4980451
H1S1-07-06,3,4981877
H1S1-07-06,3,4981941
H1S1-07-06,3,4984028
H1S1-07-09,3,4983880
H1S1-07-09,3,4987226
H1S1-07-10,4,4981934
H1S1-07-10,4,4984047
H1S1-07-10,3,4987205
H1S1-07-10,4,4987228
H1S1-07-17,4,4981878
H1S1-07-17,3,4981940
H1S1-08-01,2,4985721
H1S1-08-08,2,4984240
H1S1-08-08,3,4984268
H1S1-08-08,2,4984759
H1S1-08-11,3,4981529
H1S1-08-12,2,4985796
H1S1-08-14,3,4985037
H1S1-08-18,4,4985051
H1S1-08-20,4,4979473
H1S1-08-22,4,4984761
H1S1-08-22,4,4984926
H1S1-08-22,4,4985420
H1S1-08-24,3,4983877
H1S1-09-01,2,4982079
H1S1-09-02,3,4978805
H1S1-09-02,2,4984235
H1S1-09-02,2,4984310
H1S1-09-02,2,4984918
H1S1-09-05,4,4979483
H1S1-09-07,2,4984763
H1S1-09-07,2,4984922
H1S1-09-07,3,4985039
H1S1-09-08,3,4984312
H1S1-09-08,3,4984764
H1S1-09-09,1,4984237
H1S1-09-09,1,4984257
H1S1-09-09,3,4984311
H1S1-09-09,2,4984917
H1S1-10-01,2,4984259
H1S1-10-01,1,4984915
H1S1-10-02,3,4984245
H1S1-10-05,3,4984313
H1S1-10-07,3,4981533
H1S1-10-08,2,4978794
H1S1-10-08,2,4984236
H1S1-10-08,3,4984241
H1S1-10-08,3,4984270
H1S1-10-08,3,4984314
H1S1-10-10,3,4981536
H1S1-10-11,2,4984260
H1S1-10-12,3,4984242
H1S1-10-13,3,4984266
H1S1-11-01,1,4984912
H1S1-11-01,2,4985045
H1S1-11-11,3,4981535
H1S1-11-11,3,4982084
H1S1-11-11,3,4982082
H1S1-11-11,2,4985049
H1S1-11-13,3,4984265
H1S1-11-17,3,4984916
H1S1-11-17,3,4985952
H1S1-11-17,3,4986365
H1S1-11-18,4,4982088
H1S1-11-18,4,4984320
H1S1-11-18,4,4985729
H1S1-11-18,4,4985730
H1S1-11-18,4,4985811
H1S1-11-19,3,4985434
H1S1-11-19,3,4985804
H1S1-12-01,1,4984246
H1S1-12-01,1,4984321
H1S1-12-02,2,4978795
H1S1-12-02,2,4984771
H1S1-12-03,2,4984267
H1S1-12-04,3,4988840
H1S1-12-06,2,4984243
H1S1-12-08,4,4985807
H1S1-12-08,4,4985958
H1S1-12-08,3,4987783
H1S1-12-09,4,4987945
H1S1-12-10,3,4978803
H1S1-12-10,4,4984765
H1S1-12-11,4,4987944
H1S1-12-11,5,4988873
H1S1-12-12,4,4986361
H1S1-12-13,3,4981532
H1S1-10-03,3,5677188
HSTA-01-01,4,5167613
HSTA-01-01,3,5173024
HSTA-01-01,3,5175358
HSTA-01-03,2,5166539
HSTA-01-03,4,5171860
HSTA-01-03,4,5184748
HSTA-01-04,1,5167604
HSTA-01-05,2,5172260
HSTA-01-05,4,5175359
HSTA-01-08,4,5166552
HSTA-01-09,3,5173031
HSTA-01-10,3,5173029
HSTA-01-10,4,5184744
HSTA-01-11,4,5174739
HSTA-02-01,3,5171866
HSTA-02-02,3,5167608
HSTA-02-03,2,5172321
HSTA-02-04,3,5172330
HSTA-02-05,3,5167615
HSTA-02-05,3,5172261
HSTA-02-05,3,5172685
HSTA-02-07,3,5166541
HSTA-02-07,4,5167395
HSTA-02-09,3,5172334
HSTA-02-09,3,5172669
HSTA-03-02,2,5160561
HSTA-03-02,4,5171874
HSTA-03-07,2,5176933
HSTA-03-13,3,5160574
HSTA-03-13,2,5172665
HSTA-03-13,2,5173022
HSTA-03-13,2,5177030
HSTA-03-14,3,5167617
HSTA-03-14,3,5172340
HSTA-03-14,3,5172687
HSTA-03-14,2,5173028
HSTA-04-01,3,5167813
HSTA-04-01,3,5175735
HSTA-04-01,3,5175743
HSTA-04-01,3,5176750
HSTA-04-01,3,5178092
HSTA-04-02,3,5166544
HSTA-04-02,4,5172338
HSTA-04-02,4,5162002
HSTA-04-02,2,5167020
HSTA-04-02,3,5167029
HSTA-04-02,3,5167307
HSTA-04-02,3,5167310
HSTA-04-08,2,5161987
HSTA-04-10,2,5161992
HSTA-04-10,2,5175736
HSTA-04-11,3,5166545
HSTA-04-11,2,5166155
HSTA-05-04,2,5161994
HSTA-05-05,3,5167309
HSTA-05-06,2,5167025
HSTA-05-06,3,5167300
HSTA-05-06,2,5175738
HSTA-05-10,1,5166151
HSTA-05-10,2,5167024
HSTA-05-10,1,5167805
HSTA-06-01,2,5162008
HSTA-06-02,2,5167032
HSTA-06-02,2,5167303
HSTA-06-03,3,5162014
HSTA-06-04,2,5166157
HSTA-06-07,3,5166152
HSTA-06-07,4,5167316
HSTA-06-07,2,5176757
HSTA-06-08,4,5167314
HSTA-06-09,4,5178102
HSTA-06-10,4,5167036
HSTA-06-10,3,5167815
HSTA-06-11,3,5166171
HSTA-07-01,3,5166550
HSTA-07-01,2,5161997
HSTA-07-01,2,5166156
HSTA-07-04,3,5162005
HSTA-07-04,4,5166161
HSTA-07-04,3,5167313
HSTA-07-04,3,5187768
HSTA-07-05,2,5167811
HSTA-07-06,3,5166162
HSTA-07-06,3,5167312
HSTA-07-07,4,5162024
HSTA-07-07,4,5175755
HSTA-07-11,3,5166166
HSTA-07-12,3,5166553
H1S1-05-04,3,5559084
H1S1-06-05,3,5834274
H1S1-10-04,2,5677198
H1S1-07-19,3,5560096
H1S1-07-19,3,5560381
H1S1-07-06,3,5656932
H1S1-10-15,3,5846364
H1S1-09-04,3,5846293
H1S1-09-06,3,5657136
H1S1-10-03,3,5626625
H1S1-10-04,3,5846314
H1S1-10-14,3,5677217
H1S1-08-03,2,5608140
H1S1-08-21,3,5657042
H1S1-07-03,3,5656928
H1S1-02-04,3,5593662
H1S1-02-05,4,5593675
H1S1-02-11,2,5593720
H1S1-05-04,3,5604822
H1S1-04-07,3,5554264
H1S1-04-02,2,5614659
H1S1-07-06,3,5559909
H1S1-07-11,3,5604837
H1S1-08-09,3,5998294
H1S1-08-03,1,5608139
M1S1-02-06,4,5413854
M2S1-05-12,3,5534852
H1S1-10-16,3,5626634
H1S1-11-08,3,5626640
H1S1-11-09,3,5626641
H1S1-11-09,3,5834098
M2S1-03-12,4,5594032
M2S1-07-06,4,5740794
H1S1-11-16,3,6106481
H1S1-08-13,1,6106486
H1S1-08-25,3,5998102
H1S1-10-07,2,6106479
H1S1-11-07,3,6106480
H1S1-08-13,3,6106476
H1S1-08-13,1,6106485
H1S1-09-12,3,5998109
H1S1-05-11,3,5998211
H1S1-08-15,3,5998303
H1S1-11-08,3,5998127
H1S1-07-20,3,5998242
H1S1-07-20,3,5998239
H1S1-08-02,3,5998266
H1S1-08-02,3,5998267
H1S1-07-21,4,5998097
HSU1-09-06,3,5843763
HSU1-07-09,3,5843229
EXEP-01-01,4,4986541
EXEP-01-01,4,4986542
H1S1-08-18,3,5998312
HSU1-06-20,3,6065273
H1S1-10-15,3,5998114
EXEP-01-01,4,5162698
H1S1-06-04,3,5998160
HSU1-10-14,3,6038800
M3S1-12-02,3,5551207
M3S1-12-02,3,5551196
HSU1-05-11,2,5159238
M3S1-04-04,2,5583583
M2S1-08-09,2,5370759
M3S1-04-02,2,5531895
M2S1-05-06,4,5369405
M3S1-04-02,2,5531894
M3S1-04-02,2,5531899
M3S1-04-02,2,5531903
M3S1-04-02,2,5531905
H1S1-07-14,4,5560387
M3S1-04-02,2,5531897
M3S1-04-02,2,5531902
M3S1-04-04,2,5547790
M3S1-04-04,2,5547789
M3S1-04-04,2,5547794
M3S1-06-04,3,5548498
M3S1-06-04,3,5548525
M3S1-08-08,3,5549182
M3S1-08-08,3,5549183
M3S1-04-01,2,5531884
M3S1-04-01,2,5531880
M3S1-04-01,2,5531870
M3S1-09-10,3,5584405
M3S1-08-07,3,5559510
M3S1-12-09,3,5551416
M3S1-12-03,3,4977138
H1S1-12-11,3,5846737
H1S1-11-07,3,5846618
M3S1-05-03,3,5548558
M3S1-06-05,3,5548504
H1S1-08-06,4,5998186
M3S1-06-05,3,5548526
M3S1-06-06,3,5548589
M3S1-08-01,3,5549140
M3S1-04-08,3,5532028
M3S1-06-06,3,5548590
M3S1-06-05,3,5548502
M3S1-06-05,3,5559173
M3S1-06-05,3,5584068
M3S1-12-08,4,5559615
M3S1-08-07,3,5562286
M3S1-09-02,3,5549237
M3S1-08-11,3,5553523
M3S1-08-03,3,5559505
M3S1-04-06,3,5531928
M3S1-10-02,3,5562387
M3S1-12-06,3,5559614
M3S1-12-06,3,5551390
M3S1-08-03,3,5552127
M3S1-08-08,4,5549192
M3S1-09-02,3,5562191
M3S1-04-06,4,5583443
M3S1-05-03,3,5548449
M3S1-04-03,3,5562523
M3S1-04-04,3,5547816
HSU1-04-09,4,5573461
M3S1-04-06,3,5582865
M3S1-05-03,3,5548448
HSU1-02-04,3,5576019
M3S1-11-06,4,5551172
M1S1-03-09,5,6106465
M3S1-03-07,3,5582839
H1S1-02-05,3,5593672
HSU1-02-15,3,5847454
M3S1-02-04,3,5582383
M3S1-12-04,3,5559604
H1S1-04-08,4,5592379
H1S1-07-11,3,5657075
M3S1-12-04,3,5551234
M3S1-04-03,3,5553494
M3S1-04-08,3,5531993
M3S1-12-10,3,5562514
HSU1-05-02,2,5575828
M3S1-10-12,2,5584895
M3S1-08-06,3,5549219
M1S1-03-06,3,5413091
M3S1-04-03,3,5531978
H1S1-05-02,2,5559216
H1S1-05-04,3,5604820
H1S1-10-01,3,5677985
M3S1-05-01,3,5583755
M3S1-11-01,2,5562462
M3S1-03-05,3,5531962
M3S1-03-01,3,5531827
H1S1-08-22,3,5998334
M3S1-04-06,4,5583447
M3S1-04-06,3,5531930
M3S1-11-08,3,5551280
M3S1-02-04,3,5532054
M3S1-03-05,3,5531960
M3S1-02-04,3,5535245
M3S1-08-06,3,5549173
M3S1-08-07,3,5562322
M3S1-08-09,4,5562325
M3S1-05-04,3,5559120
M3S1-12-08,3,5551387
M3S1-01-04,3,5519656
M3S1-12-08,4,5551401
M3S1-09-10,3,5553292
M3S1-09-08,3,5549235
M3S1-09-08,3,5551902
M3S1-09-08,3,5549198
HSU1-02-12,2,5570362
M3S1-09-07,3,5559520
M3S1-09-10,3,5549199
M3S1-05-03,3,5583951
M2S1-07-06,3,5740720
M3S1-11-07,2,5832787
M3S1-11-07,2,5832789
M1S1-03-06,3,5393139
M3S1-07-03,1,3325920
M3S1-07-03,1,3325921
M3S1-03-04,2,3313517
M1S1-07-16,3,5415993
EXEP-01-01,,5414572
M3S1-04-11,5,4976145
HSU1-05-09,2,5160397
M3S1-06-06,3,3324983
M3S1-08-11,3,3327857
M3S1-09-02,4,5768595
M3S1-11-06,3,3359937
M3S1-08-06,3,5559509
M3S1-11-07,3,5834784
M3S1-09-08,4,3327891
M3S1-11-07,3,3359926
M3S1-01-07,5,6037889
M3S1-10-09,3,4976639
H1S1-12-09,1,5998138
M3S1-10-09,4,4977012
M3S1-05-07,4,6069547
M3S1-07-10,3,5768483
M3S1-08-06,3,5549174
M3S1-01-02,3,6037883
M3S1-08-04,4,6069534
M3S1-10-11,3,4976638
